Condition;Area;Feret;AR
Data1;102;12.80625;1.11711
Data1;1011;38.01316;1.03387
Data1;247;19.41649;1.06768
Data1;21;5.83095;1.0
Data1;33;7.81025;1.10768
Data1;30;7.81025;1.19555
Data1;322;35.0;2.74842
Data1;36;7.81025;1.01178
Data1;354;24.186770000000003;1.1487
Data1;41;9.21954;1.29977
Data1;1945;68.41053000000001;1.5231
Data1;255;21.260289999999998;1.20807
Data1;52;9.43398;1.08521
Data1;29;7.2111;1.06445
Data1;36;8.06226;1.08297
Data1;145;18.68154;1.88893
Data1;107;13.0384;1.07826
Data1;164;22.135939999999998;2.2568200000000003
Data1;86;11.6619;1.01595
Data1;33;7.81025;1.1652200000000001
Data1;18;5.83095;1.2203700000000002
Data1;122;13.60147;1.00795
Data1;94;16.492420000000003;2.32191
Data1;42;8.60233;1.1918
Data1;633;35.0;1.36524
Data1;296;21.0238;1.04948
Data1;263;38.62642;4.36075
Data1;102;13.0384;1.09406
Data1;73;12.36932;1.55312
Data1;31;7.81025;1.0836299999999999
Data1;30;7.81025;1.2052200000000002
Data1;324;29.206159999999997;1.80398
Data1;53;10.295630000000001;1.3285
Data1;38;8.48528;1.05059
Data1;26;7.07107;1.07976
Data1;222;24.351589999999998;1.83653
Data1;256;25.70992;2.063
Data1;26;6.7082;1.1835200000000001
Data1;49;8.94427;1.07289
Data1;38;8.06226;1.07765
Data1;38;8.06226;1.03443
Data1;78;10.81665;1.01432
Data1;60;10.0;1.08886
Data1;40;8.60233;1.14973
Data1;121;13.92839;1.0817299999999999
Data1;136;14.86607;1.0956700000000001
Data1;96;12.206560000000001;1.0568899999999999
Data1;49;8.94427;1.0365799999999998
Data1;39;8.06226;1.03988
Data1;34;7.81025;1.19674
Data1;82;11.40175;1.0467899999999999
Data1;68;10.81665;1.08523
Data1;32;7.81025;1.12836
Data1;38;8.06226;1.07846
Data1;21;7.07107;1.2228
Data1;346;31.257;2.21958
Data1;37;8.06226;1.04427
Data1;988;56.850680000000004;2.34865
Data1;158;15.81139;1.1101299999999998
Data1;25;7.07107;1.18976
Data1;50;9.43398;1.0918299999999999
Data1;61;10.0;1.09575
Data1;40;8.60233;1.12683
Data1;44;8.60233;1.1197
Data1;63;10.295630000000001;1.01881
Data1;410;28.301940000000002;1.44099
Data1;74;11.18034;1.10911
Data1;43;8.60233;1.03249
Data1;24;7.07107;1.24568
Data1;73;11.31371;1.10032
Data1;51;9.43398;1.09836
Data1;88;11.7047;1.05487
Data1;42;8.60233;1.1233799999999998
Data1;49;10.81665;1.56236
Data1;38;8.06226;1.0826200000000001
Data1;32;7.81025;1.0865
Data1;55;9.48683;1.08081
Data1;28;7.07107;1.00496
Data1;89;11.7047;1.06151
Data1;289;21.9545;1.20871
Data1;42;8.60233;1.10123
Data1;127;18.43909;1.37589
Data1;38;8.06226;1.07765
Data1;23;6.4031199999999995;1.13173
Data1;63;10.04988;1.0329899999999999
Data1;29;7.81025;1.2064
Data1;35;8.06226;1.12514
Data1;348;33.24154;2.4190099999999997
Data1;51;9.21954;1.05542
Data1;148;16.492420000000003;1.2705600000000001
Data1;52;9.48683;1.15206
Data1;80;11.40175;1.03751
Data1;49;9.43398;1.123
Data1;47;9.43398;1.25288
Data1;361;23.60085;1.08599
Data1;45;8.60233;1.05015
Data1;81;11.40175;1.0882100000000001
Data1;29;7.81025;1.10681
Data1;31;7.6157699999999995;1.1559
Data1;66;10.63015;1.07841
Data1;93;16.12452;2.08563
Data1;357;24.186770000000003;1.19539
Data1;24;6.4031199999999995;1.07617
Data1;94;13.45362;1.20308
Data1;50;9.43398;1.1579899999999999
Data1;486;36.05551;2.09635
Data1;86;11.6619;1.03545
Data1;66;10.198039999999999;1.0121
Data1;32;7.81025;1.1020299999999998
Data1;32;7.6157699999999995;1.08631
Data1;547;29.154759999999996;1.15772
Data1;45;8.60233;1.0545
Data1;40;8.06226;1.04485
Data1;59;10.77033;1.17349
Data1;129;13.92839;1.04065
Data1;49;9.48683;1.12154
Data1;482;32.802440000000004;1.7358200000000001
Data1;126;14.42221;1.12332
Data1;30;7.81025;1.35598
Data1;32;7.81025;1.21594
Data1;47;8.94427;1.11676
Data1;33;7.81025;1.0539399999999999
Data1;33;8.06226;1.17674
Data1;23;6.7082;1.18213
Data1;31;7.81025;1.18369
Data1;86;11.40175;1.04534
Data1;70;10.81665;1.11638
Data1;63;10.295630000000001;1.1121
Data1;37;9.21954;1.33055
Data1;67;10.198039999999999;1.02899
Data1;60;9.84886;1.0161200000000001
Data1;28;7.2111;1.10651
Data1;37;8.06226;1.11419
Data1;34;7.81025;1.1002100000000001
Data1;337;23.25941;1.20719
Data1;75;10.81665;1.05273
Data1;232;23.70654;1.77355
Data1;127;13.892439999999999;1.03875
Data1;40;8.246210000000001;1.04847
Data1;543;31.400640000000003;1.36827
Data1;36;8.06226;1.11614
Data1;28;7.2111;1.13604
Data1;50;8.94427;1.0014299999999998
Data1;203;18.78829;1.19717
Data1;61;10.0;1.0814700000000002
Data1;47;8.94427;1.0603200000000002
Data1;66;10.295630000000001;1.01742
Data1;175;21.260289999999998;1.64297
Data1;49;10.04988;1.3047600000000001
Data1;51;9.43398;1.07464
Data1;341;23.76973;1.1767
Data1;74;10.81665;1.09776
Data1;70;11.40175;1.20533
Data1;60;9.89949;1.05265
Data1;67;10.295630000000001;1.0351700000000001
Data1;106;13.60147;1.14859
Data1;638;32.01562;1.06935
Data1;30;7.81025;1.07695
Data1;47;9.21954;1.0350700000000002
Data1;47;9.43398;1.2613299999999998
Data1;47;8.94427;1.02804
Data1;85;11.40175;1.04526
Data1;82;11.6619;1.10233
Data1;47;8.94427;1.0825799999999999
Data1;64;11.18034;1.32161
Data1;109;13.0384;1.0716
Data1;339;30.610459999999996;2.06193
Data1;84;11.40175;1.04934
Data1;170;18.02776;1.28932
Data1;23;6.4031199999999995;1.13173
Data1;178;25.4951;2.9933
Data1;27;7.07107;1.15952
Data1;55;9.43398;1.0159799999999999
Data1;849;36.13862;1.13
Data1;1473;51.47815;1.35079
Data1;35;7.81025;1.13154
Data1;61;10.0;1.03024
Data1;29;7.2801100000000005;1.0599399999999999
Data1;22;6.4031199999999995;1.15622
Data1;265;20.61553;1.1180700000000001
Data1;75;11.18034;1.1066
Data1;28;7.2111;1.10651
Data1;132;14.42221;1.05938
Data1;67;10.81665;1.1259700000000001
Data1;35;8.48528;1.21855
Data1;97;12.64911;1.1362
Data1;34;7.81025;1.16422
Data1;58;10.295630000000001;1.13209
Data1;49;8.94427;1.03797
Data1;47;9.21954;1.11501
Data1;34;7.81025;1.0675700000000001
Data1;42;8.94427;1.32413
Data1;64;13.60147;2.16718
Data1;74;16.492420000000003;2.88599
Data1;73;11.40175;1.17357
Data1;62;10.0;1.07039
Data1;45;8.60233;1.1142
Data1;27;7.07107;1.0592
Data1;528;30.08322;1.2778399999999999
Data1;38;8.246210000000001;1.1188
Data1;25;7.07107;1.16196
Data1;144;21.18962;1.83902
Data1;31;7.2111;1.05777
Data1;60;10.0;1.11687
Data1;57;9.48683;1.0372700000000001
Data1;362;23.4094;1.0876700000000001
Data1;45;8.94427;1.06314
Data1;23;6.7082;1.24114
Data1;56;9.43398;1.0158399999999999
Data1;500;33.61547;1.53944
Data1;55;9.84886;1.11999
Data1;425;30.08322;1.61209
Data1;452;30.0;1.44203
Data1;47;9.21954;1.10487
Data1;39;8.06226;1.10382
Data1;88;13.0384;1.33491
Data1;49;9.21954;1.14194
Data1;170;20.396079999999998;1.8192599999999999
Data1;26;7.07107;1.07976
Data1;28;7.81025;1.16886
Data1;44;8.60233;1.0353299999999999
Data1;53;9.43398;1.10505
Data1;203;23.32381;1.98465
Data1;36;7.81025;1.10541
Data1;58;10.0;1.03329
Data1;632;37.94733;1.7092200000000002
Data1;35;7.81025;1.06516
Data1;40;8.94427;1.28934
Data1;381;24.41311;1.11063
Data1;1586;79.83107;3.2696099999999997
Data1;35;8.48528;1.20157
Data1;126;14.035670000000001;1.0324
Data1;36;7.81025;1.09924
Data1;812;35.4683;1.17431
Data1;42;8.60233;1.02132
Data1;97;12.52996;1.11507
Data1;101;17.72005;2.38026
Data1;448;26.62705;1.12173
Data1;41;8.60233;1.03752
Data1;73;11.04536;1.07768
Data1;67;10.295630000000001;1.0351700000000001
Data1;27;7.07107;1.0592
Data1;31;7.81025;1.0836299999999999
Data1;142;15.23155;1.11601
Data1;112;19.41649;2.6781200000000003
Data1;36;7.81025;1.01178
Data1;59;10.295630000000001;1.17203
Data1;96;13.0384;1.2272299999999998
Data1;35;7.81025;1.07634
Data1;43;8.60233;1.12519
Data1;39;8.06226;1.03988
Data1;58;10.0;1.09637
Data1;47;8.60233;1.00189
Data1;41;8.60233;1.1826
Data1;40;8.60233;1.11855
Data1;3613;98.23441;1.51991
Data1;48;9.21954;1.10135
Data1;106;17.72005;2.51995
Data1;44;8.94427;1.1627399999999999
Data1;125;14.212670000000001;1.0678299999999998
Data1;138;15.81139;1.21946
Data1;46;8.94427;1.12796
Data1;602;29.41088;1.04515
Data1;450;33.83785;1.91337
Data1;127;18.60108;2.05061
Data1;37;8.06226;1.12988
Data1;46;9.21954;1.11467
Data1;95;14.86607;1.55244
Data1;37;7.6157699999999995;1.0
Data1;85;11.40175;1.05758
Data1;28;7.2111;1.06685
Data1;37;8.48528;1.1211200000000001
Data1;32;7.81025;1.12836
Data1;6449;163.63679;2.17513
Data1;130;19.41649;2.26127
Data1;100;13.0384;1.11658
Data1;35;8.06226;1.16699
Data1;109;13.0384;1.06338
Data1;53;9.43398;1.0548899999999999
Data1;34;7.81025;1.09056
Data1;163;16.27882;1.14685
Data1;29;7.2801100000000005;1.0599399999999999
Data1;58;10.0;1.0868
Data1;39;8.06226;1.0507
Data1;27;7.07107;1.15952
Data1;48;9.05539;1.0605200000000001
Data1;61;10.0;1.08837
Data1;44;9.43398;1.29819
Data1;38;8.06226;1.07765
Data1;29;7.2111;1.10248
Data1;27;7.2111;1.14711
Data1;27;7.6157699999999995;1.1547100000000001
Data1;60;11.18034;1.45862
Data1;25;7.2111;1.17593
Data1;66;13.92839;2.21801
Data1;126;19.72308;2.1793
Data1;25;6.7082;1.11931
Data1;70;10.77033;1.0998700000000001
Data1;313;32.01562;2.54914
Data1;187;17.0;1.08923
Data1;63;12.04159;1.36186
Data1;62;10.295630000000001;1.12275
Data1;43;8.60233;1.06392
Data1;36;8.48528;1.06339
Data1;33;7.81025;1.0539399999999999
Data1;41;8.60233;1.08156
Data1;183;23.08679;2.26953
Data1;56;10.81665;1.40496
Data1;58;10.0;1.1208799999999999
Data1;48;9.21954;1.1278700000000002
Data1;32;7.6157699999999995;1.1018299999999999
Data1;746;42.57934;1.87337
Data1;40;8.60233;1.12916
Data1;80;11.40175;1.05562
Data1;34;7.81025;1.14026
Data1;225;19.41649;1.13885
Data1;49;9.21954;1.08512
Data1;113;13.892439999999999;1.15436
Data1;23;6.4031199999999995;1.06325
Data1;44;8.60233;1.07408
Data1;39;8.06226;1.02786
Data1;36;8.06226;1.0936700000000001
Data1;82;11.40175;1.05531
Data1;82;11.7047;1.16307
Data1;59;11.18034;1.37006
Data1;331;28.301940000000002;1.3735600000000001
Data1;39;8.60233;1.1491200000000001
Data1;53;10.0;1.11374
Data1;25;7.07107;1.19881
Data1;69;10.81665;1.10756
Data1;66;11.18034;1.2093399999999999
Data1;60;10.0;1.08752
Data1;54;9.48683;1.0961299999999998
Data1;59;11.18034;1.40524
Data1;49;9.21954;1.04061
Data1;283;20.80865;1.11124
Data1;86;11.6619;1.0282
Data1;222;19.41649;1.20666
Data1;42;9.48683;1.4259899999999999
Data1;43;8.60233;1.0877
Data1;39;8.06226;1.09555
Data1;42;8.60233;1.13438
Data1;1201;46.09772;1.3640299999999999
Data1;28;7.2111;1.14503
Data1;914;36.40055;1.05596
Data1;115;13.60147;1.0903200000000002
Data1;69;10.81665;1.10984
Data1;35;7.81025;1.1295
Data1;38;8.60233;1.11103
Data1;38;8.94427;1.31641
Data1;38;8.06226;1.07765
Data1;44;9.21954;1.18917
Data1;713;49.92995;2.79671
Data1;34;8.48528;1.14096
Data1;44;8.60233;1.0353299999999999
Data1;153;15.264339999999999;1.05656
Data1;377;37.85499;2.0552200000000003
Data1;48;10.198039999999999;1.3881700000000001
Data1;83;11.7047;1.1295899999999999
Data1;49;9.21954;1.05118
Data1;369;38.01316;2.17918
Data1;108;13.892439999999999;1.15288
Data1;45;8.60233;1.06263
Data1;175;17.20465;1.17874
Data1;107;14.560220000000001;1.40267
Data1;115;19.23538;2.51681
Data1;77;11.18034;1.05599
Data1;87;15.81139;2.20148
Data1;37;8.06226;1.13937
Data1;36;7.6157699999999995;1.04978
Data1;58;9.48683;1.06155
Data1;51;9.21954;1.01708
Data1;54;9.43398;1.07295
Data1;89;12.206560000000001;1.17145
Data1;30;7.81025;1.2883799999999999
Data1;42;8.60233;1.16775
Data1;123;13.60147;1.03198
Data1;215;18.35756;1.11669
Data1;70;14.560220000000001;2.1619599999999997
Data1;29;7.2111;1.06445
Data1;125;16.12452;1.3439
Data1;139;18.38478;1.6780700000000002
Data1;53;11.40175;1.71826
Data1;31;7.6157699999999995;1.0846799999999999
Data1;24;7.07107;1.0556
Data1;41;8.48528;1.04536
Data1;127;14.76482;1.1601299999999999
Data1;31;7.81025;1.11989
Data1;57;10.0;1.1692200000000001
Data1;59;9.84886;1.0845200000000002
Data1;81;11.40175;1.06651
Data1;83;11.40175;1.03274
Data1;216;19.31321;1.23071
Data1;51;9.43398;1.12721
Data1;48;8.94427;1.12784
Data1;413;25.70992;1.15144
Data1;53;9.48683;1.04027
Data1;30;7.2801100000000005;1.06636
Data1;88;12.206560000000001;1.15441
Data1;32;7.81025;1.12836
Data1;54;9.43398;1.04092
Data1;85;14.212670000000001;1.71774
Data1;74;10.81665;1.0245799999999998
Data1;50;9.21954;1.0763
Data1;50;9.21954;1.01471
Data1;37;8.06226;1.04619
Data1;42;8.60233;1.11937
Data1;241;25.6125;2.1920599999999997
Data1;173;16.12452;1.04091
Data1;30;7.81025;1.14355
Data1;83;11.40175;1.0217100000000001
Data1;30;7.2111;1.00385
Data1;42;8.60233;1.1638899999999999
Data1;45;8.60233;1.07939
Data1;42;8.60233;1.10123
Data1;43;8.60233;1.10565
Data1;73;10.81665;1.07071
Data1;100;12.80625;1.02874
Data1;63;10.198039999999999;1.05502
Data1;593;30.610459999999996;1.1455899999999999
Data1;76;10.81665;1.02257
Data1;42;8.60233;1.0599299999999998
Data1;38;8.06226;1.1209200000000001
Data1;29;7.2801100000000005;1.2657
Data1;41;8.60233;1.05148
Data1;44;9.21954;1.14493
Data1;31;7.2111;1.05777
Data1;525;31.575309999999998;1.38867
Data1;76;15.6205;1.45302
Data1;193;24.20744;2.1322
Data1;43;8.544;1.09653
Data1;84;11.6619;1.0121200000000001
Data1;1598;48.54894;1.12475
Data1;73;10.81665;1.12609
Data1;33;7.81025;1.0957299999999999
Data1;38;8.06226;1.07765
Data1;22;7.07107;1.2542
Data1;121;18.02776;1.8815099999999998
Data1;35;7.81025;1.14531
Data1;136;19.41649;2.2161299999999997
Data1;49;9.21954;1.0526799999999998
Data1;472;44.68781;2.7194599999999998
Data1;451;36.13862;1.6873200000000002
Data1;37;8.06226;1.04427
Data1;23;7.07107;1.26214
Data1;85;11.6619;1.044
Data1;40;8.48528;1.0498
Data1;31;7.6157699999999995;1.0846799999999999
Data1;89;11.7047;1.06463
Data1;40;8.60233;1.29176
Data1;171;16.55295;1.1300299999999999
Data1;76;10.81665;1.05938
Data1;155;16.492420000000003;1.23977
Data1;24;7.2111;1.15319
Data1;142;24.41311;3.07052
Data1;31;7.2801100000000005;1.08785
Data1;74;11.18034;1.13078
Data1;36;7.6157699999999995;1.04978
Data1;156;15.81139;1.11057
Data1;88;11.7047;1.07279
Data1;89;12.08305;1.09401
Data1;331;36.40055;2.00685
Data1;31;7.6157699999999995;1.06932
Data1;79;11.40175;1.0440399999999999
Data1;180;25.70992;2.3088
Data1;51;8.94427;1.03587
Data1;43;8.60233;1.05392
Data1;219;21.840329999999998;1.5276399999999999
Data1;34;7.6157699999999995;1.0929
Data1;40;8.60233;1.0996
Data1;384;34.23449;1.9544099999999998
Data1;68;10.44031;1.06874
Data1;67;10.77033;1.15635
Data1;94;12.206560000000001;1.0754700000000001
Data1;106;13.0384;1.0904200000000002
Data1;52;9.21954;1.08791
Data1;65;10.44031;1.09772
Data1;38;8.06226;1.0554
Data1;80;11.40175;1.08437
Data1;74;11.40175;1.07922
Data1;24;7.07107;1.19364
Data1;38;8.48528;1.04424
Data1;92;13.892439999999999;1.35265
Data1;86;12.04159;1.02398
Data1;49;9.21954;1.0830799999999998
Data1;116;15.264339999999999;1.40473
Data1;44;8.60233;1.15586
Data1;194;22.02272;1.57667
Data1;32;7.6157699999999995;1.1357899999999999
Data1;110;13.60147;1.1557600000000001
Data1;172;19.92486;1.66805
Data1;52;9.43398;1.0936
Data1;31;7.2111;1.05777
Data1;219;19.10497;1.13077
Data1;35;7.81025;1.13321
Data1;33;7.81025;1.07073
Data1;66;10.295630000000001;1.07766
Data1;74;10.81665;1.04892
Data1;331;23.021729999999998;1.15372
Data1;19;5.83095;1.08334
Data1;27;7.07107;1.05255
Data1;63;10.0;1.03379
Data1;127;14.14214;1.01328
Data1;42;8.60233;1.04463
Data1;25;7.07107;1.10685
Data1;132;18.86796;2.11373
Data1;42;8.60233;1.0635
Data1;36;7.81025;1.10541
Data1;33;7.81025;1.0539399999999999
Data1;78;11.40175;1.13543
Data1;24;6.7082;1.10263
Data1;55;13.60147;2.7288
Data1;266;20.24846;1.11969
Data1;94;12.206560000000001;1.09132
Data1;52;10.0;1.27524
Data1;326;21.63331;1.01201
Data1;165;21.18962;2.0783
Data1;108;18.02776;2.3832400000000002
Data1;43;8.60233;1.03165
Data1;42;8.60233;1.07552
Data1;118;18.02776;1.9010099999999999
Data1;260;27.20294;2.20594
Data1;99;16.492420000000003;2.1663200000000002
Data1;41;8.60233;1.0979700000000001
Data1;34;7.81025;1.08402
Data1;98;17.46425;2.49848
Data1;89;15.652479999999999;2.15802
Data1;97;12.206560000000001;1.02899
Data1;116;13.0384;1.0009700000000001
Data1;29;7.81025;1.26639
Data1;30;7.2111;1.00385
Data1;56;9.48683;1.0616299999999999
Data1;37;8.06226;1.09976
Data1;21;7.07107;1.26437
Data1;82;11.40175;1.06018
Data1;375;31.01612;1.78377
Data1;84;12.04159;1.04372
Data1;33;7.81025;1.03511
Data1;57;9.48683;1.0267
Data1;33;7.81025;1.07073
Data1;197;24.186770000000003;2.2976900000000002
Data1;46;9.21954;1.22153
Data1;40;8.06226;1.04485
Data1;82;11.6619;1.0831899999999999
Data1;25;7.07107;1.06453
Data1;35;7.81025;1.0859299999999998
Data1;170;16.12452;1.0240799999999999
Data1;34;7.6157699999999995;1.0635299999999999
Data1;103;12.64911;1.04529
Data1;40;8.60233;1.11855
Data1;284;22.36068;1.32578
Data1;48;9.21954;1.04338
Data1;34;7.81025;1.1656
Data1;50;9.21954;1.1011600000000001
Data1;56;14.317820000000001;2.7557099999999997
Data1;81;11.40175;1.0688
Data1;2033;78.29432;2.25793
Data1;52;9.21954;1.05195
Data1;137;20.61553;2.32006
Data1;32;7.81025;1.0865
Data1;55;9.84886;1.21549
Data1;31;7.2111;1.05777
Data1;53;9.48683;1.10963
Data1;559;29.68164;1.11868
Data1;67;10.63015;1.05429
Data1;51;9.21954;1.0553
Data1;66;10.63015;1.02639
Data1;75;11.18034;1.10351
Data1;52;9.43398;1.11274
Data1;111;13.15295;1.06407
Data1;37;8.06226;1.11354
Data1;61;10.0;1.01367
Data1;413;27.294690000000003;1.36071
Data1;50;8.94427;1.0014299999999998
Data1;88;12.206560000000001;1.11895
Data1;16;6.4031199999999995;1.4016899999999999
Data1;27;7.2111;1.14263
Data1;101;12.80625;1.0758
Data1;31;7.2111;1.05777
Data1;55;10.81665;1.45289
Data1;39;8.06226;1.03736
Data1;34;7.81025;1.09846
Data1;401;27.78489;1.37984
Data1;113;18.02776;2.2037299999999997
Data1;59;9.84886;1.09047
Data1;82;11.40175;1.10371
Data1;112;17.20465;1.95407
Data1;152;15.264339999999999;1.03613
Data1;35;7.6157699999999995;1.09951
Data1;741;34.05877;1.1887
Data1;100;12.52996;1.0211
Data1;145;15.6205;1.1531799999999999
Data1;25;7.07107;1.06453
Data1;36;8.544;1.22107
Data1;82;11.7047;1.13132
Data1;40;8.60233;1.10084
Data1;18;5.83095;1.0516299999999998
Data1;51;9.21954;1.05413
Data1;55;10.0;1.18059
Data1;35;7.81025;1.1295
Data1;319;31.04835;1.86589
Data1;59;10.0;1.13037
Data1;26;7.2111;1.2346700000000002
Data1;23;6.7082;1.14933
Data1;340;23.853720000000003;1.16687
Data1;53;10.0;1.26064
Data1;364;29.73214;1.55223
Data1;75;11.7047;1.2880200000000002
Data1;33;7.81025;1.21149
Data1;41;8.60233;1.0388600000000001
Data1;45;8.94427;1.1475600000000001
Data1;404;26.83282;1.24029
Data1;39;8.06226;1.0507
Data1;156;15.29706;1.0611
Data1;59;10.0;1.13014
Data1;198;26.1725;2.59508
Data1;27;7.2111;1.05988
Data1;40;8.06226;1.04485
Data1;45;8.60233;1.0647799999999998
Data1;42;8.60233;1.0818299999999998
Data1;212;21.0238;1.47232
Data1;245;19.41649;1.0649
Data1;32;7.81025;1.1831
Data1;35;8.48528;1.24567
Data1;48;8.94427;1.08223
Data1;549;35.90265;1.85048
Data1;165;17.0;1.19268
Data1;759;39.05125;1.46366
Data1;50;9.48683;1.20658
Data1;47;9.21954;1.16754
Data1;34;7.81025;1.1815
Data1;29;7.81025;1.02583
Data1;39;8.06226;1.03736
Data1;65;10.295630000000001;1.04811
Data1;36;8.60233;1.23328
Data1;50;9.21954;1.0574700000000001
Data1;75;11.18034;1.0785799999999999
Data1;106;13.0384;1.0858700000000001
Data1;57;10.0;1.05494
Data1;53;9.43398;1.04091
Data1;273;21.47091;1.19107
Data1;67;10.81665;1.19408
Data1;62;10.0;1.04818
Data1;50;9.21954;1.01471
Data1;68;10.295630000000001;1.0277
Data1;232;19.20937;1.0769
Data1;41;8.48528;1.09428
Data1;361;26.40076;1.38932
Data1;662;30.805840000000003;1.02847
Data1;1148;47.675990000000006;1.55511
Data1;54;9.84886;1.09769
Data1;215;24.698179999999997;2.26284
Data1;69;14.560220000000001;2.58829
Data1;39;8.48528;1.07972
Data1;32;7.81025;1.21594
Data1;159;20.396079999999998;2.0003900000000003
Data1;184;24.698179999999997;2.4563599999999997
Data1;47;9.21954;1.16749
Data1;52;9.21954;1.02157
Data1;379;27.20294;1.38171
Data1;32;7.81025;1.2025299999999999
Data1;180;16.643320000000003;1.05416
Data1;965;43.93177;1.48384
Data1;32;7.81025;1.0865
Data1;47;8.94427;1.08918
Data1;82;11.40175;1.0451700000000002
Data1;208;23.021729999999998;2.01342
Data1;140;19.92486;2.30437
Data1;49;9.21954;1.06971
Data1;116;13.892439999999999;1.09991
Data1;55;9.48683;1.0283200000000001
Data1;205;24.5153;2.11673
Data1;108;15.264339999999999;1.5426600000000001
Data1;92;13.0;1.31687
Data1;169;16.15549;1.07617
Data1;35;7.81025;1.06548
Data1;27;7.07107;1.11353
Data1;47;8.60233;1.00189
Data1;59;10.0;1.13014
Data1;35;7.81025;1.1399
Data1;284;28.79236;2.3209400000000002
Data1;29;7.81025;1.1708100000000001
Data1;98;12.206560000000001;1.0345799999999998
Data1;32;7.6157699999999995;1.07724
Data1;52;9.84886;1.26939
Data1;72;10.81665;1.0585799999999999
Data1;69;12.16553;1.4800200000000001
Data1;158;15.81139;1.1266
Data1;120;18.02776;1.49961
Data1;38;8.60233;1.21005
Data1;134;14.560220000000001;1.06335
Data1;173;16.643320000000003;1.11178
Data1;534;32.44996;1.29577
Data1;215;25.63201;1.7701
Data1;33;7.81025;1.1841899999999999
Data1;439;27.20294;1.17506
Data1;40;8.60233;1.16848
Data1;36;8.48528;1.07273
Data1;135;14.42221;1.03888
Data1;95;12.36932;1.08886
Data1;28;7.2111;1.14503
Data1;503;53.15073;3.5885599999999998
Data1;30;7.81025;1.04314
Data1;35;7.81025;1.06323
Data1;176;17.49286;1.2292399999999999
Data1;152;15.264339999999999;1.03441
Data1;59;10.0;1.1445
Data1;45;9.21954;1.17087
Data1;43;8.94427;1.2500799999999999
Data1;29;7.2801100000000005;1.08207
Data1;27;7.2111;1.14711
Data1;33;7.81025;1.14037
Data1;45;8.94427;1.192
Data1;34;7.81025;1.14026
Data1;97;13.0384;1.26244
Data1;490;27.89265;1.15759
Data1;58;10.0;1.10362
Data1;44;8.94427;1.23367
Data1;135;15.652479999999999;1.26525
Data1;89;11.7047;1.02383
Data1;48;8.94427;1.07874
Data1;35;7.81025;1.05341
Data1;70;10.77033;1.1535600000000001
Data1;122;13.92839;1.06376
Data1;25;7.07107;1.0
Data1;55;9.48683;1.09028
Data1;58;9.84886;1.1277
Data1;377;31.38471;1.78998
Data1;55;9.43398;1.0379399999999999
Data1;21;6.4031199999999995;1.2696100000000001
Data1;168;16.55295;1.09779
Data1;128;14.317820000000001;1.07398
Data1;53;9.21954;1.0201200000000001
Data1;51;9.21954;1.04369
Data1;55;10.0;1.11356
Data1;52;9.43398;1.09055
Data1;110;13.0384;1.0782200000000002
Data1;64;10.295630000000001;1.0875
Data1;557;34.82815;1.31259
Data1;42;8.94427;1.22165
Data1;26;6.7082;1.03777
Data1;37;8.06226;1.13937
Data1;32;7.81025;1.12845
Data1;54;9.43398;1.04092
Data1;56;9.48683;1.04451
Data1;81;11.40175;1.0831600000000001
Data1;33;7.6157699999999995;1.12652
Data1;36;7.81025;1.01
Data1;83;12.08305;1.16194
Data1;216;18.35756;1.06124
Data1;1493;66.75328;2.16569
Data1;34;7.81025;1.11222
Data1;40;8.48528;1.08246
Data1;48;9.21954;1.13469
Data1;94;12.64911;1.14835
Data1;99;14.42221;1.37218
Data1;91;12.206560000000001;1.0794700000000002
Data1;1048;48.25971;1.57843
Data1;49;8.94427;1.07289
Data1;127;13.92839;1.07341
Data1;43;8.60233;1.07856
Data1;94;17.49286;2.2753
Data1;97;14.212670000000001;1.4174200000000001
Data1;28;7.2111;1.0140799999999999
Data1;52;9.48683;1.06959
Data1;34;7.81025;1.07893
Data1;351;25.07987;1.2684
Data1;38;8.06226;1.07765
Data1;76;11.7047;1.24666
Data1;34;7.81025;1.14268
Data1;93;12.206560000000001;1.0441799999999999
Data1;30;7.81025;1.19833
Data1;112;14.212670000000001;1.11376
Data1;68;10.63015;1.05603
Data1;36;8.06226;1.1857
Data1;103;12.64911;1.06869
Data1;74;11.18034;1.10069
Data1;151;15.264339999999999;1.0503200000000001
Data1;31;7.6157699999999995;1.1683299999999999
Data1;62;10.0;1.07039
Data1;130;14.42221;1.1243299999999998
Data1;166;16.15549;1.05596
Data1;45;9.21954;1.23266
Data1;151;19.31321;1.7465400000000002
Data1;104;12.64911;1.01586
Data1;39;8.06226;1.09555
Data1;26;7.07107;1.14693
Data1;72;10.81665;1.08641
Data1;58;10.0;1.06755
Data1;122;14.86607;1.23956
Data1;448;25.6125;1.04379
Data1;26;6.7082;1.14898
Data1;141;20.24846;2.36216
Data1;175;16.27882;1.02972
Data1;59;9.89949;1.05661
Data1;27;7.2111;1.04167
Data1;42;8.246210000000001;1.0404
Data1;69;10.63015;1.03888
Data1;114;17.26268;1.7443099999999998
Data1;24;7.2111;1.2423600000000001
Data1;137;19.72308;2.06797
Data1;208;19.23538;1.22211
Data1;373;24.698179999999997;1.17754
Data1;72;13.15295;1.68462
Data1;237;21.18962;1.3776
Data1;64;10.0;1.00381
Data1;110;13.0384;1.05924
Data1;28;7.07107;1.00496
Data1;43;8.60233;1.07871
Data1;65;10.63015;1.0907200000000001
